Tahun;Provinsi;Kabupaten/Kota;Timbulan Sampah Tahunan(ton);Sisa Makanan (%);Kayu-Ranting (%);Kertas-Karton (%);Plastik(%);Logam(%);Kain(%);Karet- Kulit (%);Kaca(%);Lainnya(%)
2020;Kalimantan Selatan;Kab. Hulu Sungai Selatan;34.374,09;55,18;1,48;13,13;25,35;2,90;0,46;0,90;0,40;0,20
2020;Kalimantan Selatan;Kab. Hulu Sungai Tengah;39.840,63;47,80;7,26;10,45;26,12;5,75;0,24;0,35;1,78;0,25
2020;Kalimantan Selatan;Kab. Hulu Sungai Utara;35.280,75;55,78;8,38;8,72;12,41;0,98;0,84;0,06;6,10;6,73
2020;Kalimantan Selatan;Kab. Tabalong;36.123,17;35,60;2,10;16,90;23,90;1,20;2,60;;3,10;14,60
2020;Kalimantan Selatan;Kab. Balangan;20.733,57;57,43;10,37;10,86;14,48;2,08;1,71;0,76;1,21;1,10
2020;Kalimantan Selatan;Kota Banjarmasin;181.041,17;55,89;0,64;9,39;12,77;1,36;14,93;1,63;2,71;0,68
2020;Kalimantan Selatan;Kota Banjarbaru;53.699,76;39,58;11,24;14,55;21,36;0,45;2,22;0,64;1,15;8,81
2020;Kalimantan Timur;Kab. Paser;39.628,93;54,99;0,22;10,20;13,64;1,38;13,56;1,20;3,52;1,29
2020;Kalimantan Timur;Kab. Kutai Kartanegara;77.215,90;73,92;0,98;10,43;7,86;2,04;1,57;0,55;1,75;0,90
2020;Kalimantan Timur;Kab. Penajam Paser Utara;39.889,94;46,13;1,09;20,87;29,83;0,22;0,02;0,67;0,83;0,34
2020;Kalimantan Timur;Kota Balikpapan;175.865,25;42,30;6,36;10,26;7,20;3,87;2,94;0,98;6,56;19,53
2020;Kalimantan Timur;Kota Samarinda;226.578,93;53,39;7,00;17,00;19,90;0,65;0,62;0,06;0,92;0,46
2020;Kalimantan Timur;Kota Bontang;37.769,85;44,12;6,00;27,50;18,00;2,10;0,03;0,25;1,05;0,95
2020;Kalimantan Utara;Kab. Nunukan;16.794,78;46,40;8,20;23,40;21,30;0,20;0,20;0,10;0,10;0,10
2020;Kalimantan Utara;Kota Tarakan;63.924,05;41,00;12,00;16,00;17,00;1,00;2,00;;;11,00
2020;Sulawesi Utara;Kab. Minahasa;62.700,43;;;;;;;;;
2020;Sulawesi Utara;Kab. Kepulauan Sangihe;25.415,32;15,00;35,00;6,00;19,00;5,00;4,00;4,00;7,00;5,00
2020;Sulawesi Utara;Kab. Minahasa Selatan;34.523,60;;;;;;;;;
2020;Sulawesi Utara;Kab. Minahasa Utara;37.904,52;52,74;0,75;14,75;20,78;0,30;0,55;0,38;1,75;8,00
2020;Sulawesi Utara;Kab. Minahasa Tenggara;16.282,65;40,00;17,00;10,00;16,00;4,00;3,00;2,00;2,00;6,00
2020;Sulawesi Utara;Kab. Kep. Siau Tagulandang Biaro;13.106,60;;;;;;;;;
2020;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;12.736,86;;;;;;;;;
2020;Sulawesi Utara;Kota Bitung;49.304,35;49,11;1,14;18,02;18,92;0,26;1,48;1,48;1,83;7,76
2020;Sulawesi Utara;Kota Tomohon;25.699,98;;;;;;;;;
2020;Sulawesi Utara;Kota Kotamobagu;31.553,74;53,50;5,00;11,80;8,50;5,70;3,60;2,60;2,80;6,50
2020;Sulawesi Tengah;Kab. Banggai;68.687,53;;;;;;;;;
2020;Sulawesi Tengah;Kab. Donggala;44.400,06;35,00;10,00;20,00;13,00;6,00;3,00;3,00;3,00;7,00
2020;Sulawesi Tengah;Kab. Parigi Moutong;80.302,74;;;;;;;;;
2020;Sulawesi Tengah;Kota Palu;72.298,84;70,96;0,77;9,44;10,43;1,90;1,06;0,68;0,59;4,15
2020;Sulawesi Selatan;Kab. Kepulauan Selayar;25.015,46;50,00;8,17;15,00;15,00;4,90;2,60;3,50;0,50;0,33
2020;Sulawesi Selatan;Kab. Bulukumba;62.768,76;5,00;5,00;5,00;10,00;2,00;;;0,50;5,00
2020;Sulawesi Selatan;Kab. Bantaeng;29.362,79;30,13;27,50;11,00;14,00;1,24;3,00;2,00;1,13;10,00
2020;Sulawesi Selatan;Kab. Bone;139.714,88;73,40;0,50;10,00;8,60;3,10;0,40;1,20;1,10;1,70
2020;Sulawesi Selatan;Kab. Maros;56.583,91;70,72;10,04;7,18;8,86;0,98;0,17;0,05;0,03;1,97
2020;Sulawesi Selatan;Kab. Pangkajene Kepulauan;51.641,66;;;;;;;;;
2020;Sulawesi Selatan;Kab. Soppeng;34.951,09;;;;;;;;;
2020;Sulawesi Selatan;Kab. Wajo;58.080,84;42,10;17,10;6,50;19,10;2,30;6,40;2,80;2,20;1,50
2020;Sulawesi Selatan;Kab. Sidenreng Rappang;48.328,34;56,00;9,60;6,20;6,60;4,50;3,60;4,20;4,40;4,90
2020;Sulawesi Selatan;Kab. Enrekang;41.386,62;;;;;;;;;
2020;Sulawesi Selatan;Kab. Luwu;54.189,65;40,00;10,00;25,00;15,00;3,00;1,00;2,00;2,00;2,00
2020;Sulawesi Selatan;Kab. Luwu Utara;48.119,56;38,00;41,81;4,30;6,97;0,44;0,51;0,18;1,00;6,79
2020;Sulawesi Selatan;Kab. Luwu Timur;43.752,26;40,00;10,00;25,00;15,00;3,00;1,00;2,00;2,00;2,00
2020;Sulawesi Selatan;Kota Makassar;363.800,57;14,29;;2,04;5,26;1,67;0,71;;0,49;
2020;Sulawesi Selatan;Kota Parepare;27.286,67;52,30;10,80;11,90;13,75;2,55;1,65;1,90;2,80;2,35
2020;Sulawesi Selatan;Kota Palopo;38.823,96;20,00;30,00;15,00;20,00;5,00;5,00;;5,00;
2020;Sulawesi Tenggara;Kab. Kolaka;57.370,12;60,00;5,00;11,00;14,00;5,00;1,00;1,00;2,00;1,00
2020;Sulawesi Tenggara;Kab. Buton;14.856,67;;;;;;;;;
2020;Sulawesi Tenggara;Kab. Kolaka Utara;22.088,34;;;;;;;;;
2020;Gorontalo;Kab. Gorontalo;53.506,23;64,00;12,00;13,00;1,00;1,00;1,00;1,00;1,00;6,00
2020;Gorontalo;Kab. Pohuwato;21.532,96;34,13;14,30;10,20;35,89;;;;1,20;4,28
2020;Sulawesi Barat;Kab. Pasangkayu;26.062,17;5,00;6,00;30,00;40,00;9,00;;;;10,00
2020;Sulawesi Barat;Kab. Mamuju;48.178,80;47,03;1,86;16,45;15,79;3,37;2,75;1,40;5,33;6,02
2020;Sulawesi Barat;Kab. Polewali Mandar;65.391,50;58,68;14,35;9,05;9,70;5,55;0,45;0,35;0,27;1,60
2020;Maluku;Kab. Buru Selatan;11.238,06;20,00;19,00;16,00;23,00;5,00;4,00;2,00;7,00;4,00
2020;Maluku;Kota Ambon;98.753,56;39,00;9,00;12,30;15,90;7,00;4,30;3,00;5,00;4,50
2020;Maluku Utara;Kab. Halmahera Utara;50.496,51;49,76;15,82;12,74;13,27;0,92;0,63;0,22;2,26;4,38
2020;Maluku Utara;Kab. Pulau Morotai;10.867,66;;;;;;;;;
2020;Maluku Utara;Kota Tidore Kepulauan;16.753,21;34,00;25,00;12,00;11,80;2,30;0,80;1,50;5,80;6,80
2020;Papua;Kab. Biak Numfor;21.308,99;11,93;36,39;24,11;12,54;11,28;0,02;0,14;3,59;0,00
2020;Papua;Kab. Keerom;9.305,16;10,00;8,00;10,00;35,00;10,00;5,00;15,00;2,00;5,00
2020;Papua;Kota Jayapura;92.442,31;66,39;10,58;4,79;6,60;4,34;2,05;1,08;0,46;3,71
2020;Papua Barat;Kab. Manokwari;57.182,95;44,00;;11,00;26,00;;;;;19,00
2020;Papua Selatan;Kab. Asmat;16.075,33;20,00;10,00;15,00;40,00;4,00;3,00;3,00;3,00;2,00
2020;Papua Barat Daya;Kab. Sorong Selatan;7.929,55;;;;;;;;;
2020;Papua Barat Daya;Kab. Raja Ampat;12.090,99;0,00;0,00;0,00;0,00;0,00;;;0,00;
2019;Aceh;Kab. Aceh Selatan;35.013,28;;;;;;;;;
2019;Aceh;Kab. Aceh Tengah;36.853,74;20,00;20,00;10,00;25,00;5,00;10,00;5,00;3,00;2,00
2019;Aceh;Kab. Simeulue;16.044,14;5,75;14,50;13,25;35,25;18,75;3,50;3,75;2,25;3,00
2019;Aceh;Kab. Gayo Lues;13.738,60;40,00;14,00;12,00;17,00;3,00;3,00;2,00;2,00;7,00
2019;Aceh;Kab. Bener Meriah;23.683,10;;;;;;;;;
2019;Aceh;Kota Banda Aceh;87.088,96;35,20;11,50;3,00;6,80;4,50;7,50;9,30;4,50;17,70
2019;Aceh;Kota Sabang;7.886,51;;;;;;;;;
2019;Aceh;Kota Langsa;34.522,61;17,00;20,00;7,00;7,00;12,00;6,00;8,00;5,00;7,00
2019;Sumatera Utara;Kab. Langkat;152.099,15;22,90;19,90;18,90;14,60;1,00;3,00;2,00;2,00;7,00
2019;Sumatera Utara;Kab. Deli Serdang;393.401,56;20,50;14,00;13,80;30,20;6,00;5,00;3,00;2,00;5,50
2019;Sumatera Utara;Kab. Asahan;226.473,72;1,16;61,40;7,18;13,04;2,00;5,48;0,44;1,33;7,97
2019;Sumatera Utara;Kab. Dairi;41.347,64;55,53;10,99;12,48;19,26;0,32;0,35;0,20;0,53;0,34
2019;Sumatera Utara;Kab. Humbang Hasundutan;20.638,56;12,00;55,00;10,00;13,00;3,00;1,00;0,20;0,80;5,00
2019;Sumatera Utara;Kab. Samosir;29.938,10;25,00;10,50;20,00;30,00;4,00;2,00;1,00;0,50;7,00
2019;Sumatera Utara;Kota Medan;621.968,76;48,00;5,00;17,00;14,00;1,00;4,00;2,00;1,00;8,00
2019;Sumatera Utara;Kota Pematang Siantar;83.871,96;;;;;;;;;
2019;Sumatera Utara;Kota Tebing Tinggi;44.229,35;;;;;;;;;
2019;Sumatera Barat;Kab. Pesisir Selatan;50.448,40;21,50;19,50;21,80;20,00;15,50;0,40;1,30;;
2019;Sumatera Barat;Kab. Sijunjung;34.435,06;20,10;18,20;20,40;19,00;20,40;1,20;0,20;0,50;
2019;Sumatera Barat;Kab. Tanah Datar;43.849,48;69,34;;8,63;6,00;2,24;1,57;;3,33;8,89
2019;Sumatera Barat;Kab. Agam;71.727,17;62,63;4,99;6,16;13,47;1,05;0,14;0,35;0,28;10,93
2019;Sumatera Barat;Kab. Pasaman;31.594,98;74,83;1,70;10,20;6,80;2,04;0,68;0,68;2,38;0,69
2019;Sumatera Barat;Kab. Dharmasraya;35.161,11;;;19,00;28,00;44,00;;;;
2019;Sumatera Barat;Kota Padang;233.774,32;61,24;8,40;6,10;12,40;0,16;2,90;1,50;2,40;4,90
2019;Sumatera Barat;Kota Solok;18.143,06;41,92;12,68;15,47;20,53;0,56;0,66;0,10;1,65;6,43
2019;Sumatera Barat;Kota Sawahlunto;6.756,54;46,00;10,00;15,00;10,00;3,00;5,00;4,00;5,00;2,00
2019;Sumatera Barat;Kota Padang Panjang;16.867,96;43,15;23,56;14,35;12,67;1,50;0,95;0,80;1,19;1,83
2019;Sumatera Barat;Kota Bukittinggi;41.402,80;;;;;;;;;
2019;Sumatera Barat;Kota Payakumbuh;35.543,88;48,26;5,15;14,15;26,56;0,22;0,89;0,51;0,78;3,48
2019;Riau;Kab. Kampar;125.917,12;20,00;10,00;10,00;35,00;10,00;5,00;5,00;5,00;
2019;Riau;Kab. Pelalawan;54.072,27;;;;;;;;;
2019;Riau;Kab. Rokan Hilir;182.786,74;8,00;33,00;19,00;24,00;3,00;3,00;2,00;2,00;6,00
2019;Riau;Kab. Siak;67.950,44;39,00;15,00;10,00;26,00;1,00;2,00;2,00;3,00;2,00
2019;Riau;Kota Pekanbaru;378.324,91;;;;;;;;;
2019;Jambi;Kab. Merangin;70.140,04;28,00;13,00;19,00;15,00;4,00;4,00;3,00;2,00;12,00
2019;Jambi;Kab. Sarolangun;44.078,57;;;;;;;;;
2019;Jambi;Kab. Batanghari;44.110,54;36,00;15,00;18,80;14,00;3,20;3,00;2,00;2,00;6,00
2019;Jambi;Kab. Muaro Jambi;29.208,76;;;;;;;;;
2019;Jambi;Kab. Bungo;54.519,90;63,13;13,25;1,42;4,48;5,88;3,83;5,73;1,38;0,90
2019;Jambi;Kota Jambi;154.557,83;;;;;;;;;
2019;Jambi;Kota Sungai Penuh;18.420,46;;;;;;;;;100,00
2019;Sumatera Selatan;Kab. Ogan Komering Ulu;53.565,79;;;;;;;;;
2019;Sumatera Selatan;Kab. Muara Enim;160.622,89;61,02;8,07;7,38;17,18;1,14;1,33;0,36;0,31;3,21
2019;Sumatera Selatan;Kab. Lahat;110.721,95;5,00;80,00;1,60;6,00;1,80;;;0,40;5,10
2019;Sumatera Selatan;Kab. Musi Rawas;103.522,21;43,52;17,41;10,44;22,24;1,55;0,97;2,90;0,58;0,39
2019;Sumatera Selatan;Kab. Musi Banyuasin;93.239,98;58,30;4,80;9,10;21,20;1,10;3,00;0,80;0,80;0,90
2019;Sumatera Selatan;Kab. Empat Lawang;63.928,40;;;;;;;;;
2019;Sumatera Selatan;Kota Palembang;424.869,16;51,20;6,70;17,20;18,00;0,60;2,80;0,50;1,20;1,90
2019;Sumatera Selatan;Kota Prabumulih;34.097,21;56,71;7,80;5,30;24,75;0,63;1,22;0,33;0,76;2,50
2019;Bengkulu;Kab. Bengkulu Selatan;23.127,71;40,00;20,00;19,50;8,00;1,50;2,00;1,00;5,00;3,00
2019;Bengkulu;Kab. Bengkulu Utara;65.408,29;31,60;37,50;7,40;6,30;5,10;0,80;2,90;2,50;5,90
2019;Bengkulu;Kab. Lebong;15.665,22;;;;;;;;;
2019;Bengkulu;Kab. Kepahiang;20.068,87;;;;;;;;;
2019;Bengkulu;Kab. Bengkulu Tengah;20.897,71;15,00;50,00;15,00;17,20;2,00;0,50;0,10;0,20;
2019;Lampung;Kab. Lampung Barat;44.266,32;20,00;15,00;10,00;35,00;2,00;0,50;0,50;0,20;16,80
2019;Lampung;Kab. Way Kanan;65.902,21;0,60;0,17;0,05;0,09;0,05;0,02;0,02;0,01;0,00
2019;Lampung;Kab. Pringsewu;57.993,97;50,00;15,00;5,00;20,00;1,00;0,25;0,25;0,25;8,25
2019;Lampung;Kota Bandar Lampung;249.468,38;30,00;5,00;5,00;30,00;5,00;2,00;10,00;6,00;7,00
2019;Lampung;Kota Metro;37.416,59;56,47;6,24;9,40;24,07;0,56;1,25;0,27;0,88;0,86
2019;Kepulauan Bangka Belitung;Kab. Bangka;46.538,38;26,17;30,86;11,50;18,82;0,62;3,79;0,42;0,66;7,16
2019;Kepulauan Bangka Belitung;Kab. Bangka Selatan;31.275,97;19,99;37,46;10,04;17,42;12,67;0,78;0,65;0,54;0,45
2019;Kepulauan Bangka Belitung;Kab. Bangka Tengah;28.704,62;40,00;14,00;10,00;15,00;2,00;12,00;4,00;1,00;2,00
2019;Kepulauan Bangka Belitung;Kota Pangkal Pinang;52.978,44;;;;;;;;;
2019;Kepulauan Riau;Kab. Bintan;18.724,68;37,50;5,60;23,60;14,10;0,60;5,20;4,50;2,50;6,40
2019;Kepulauan Riau;Kab. Karimun;64.005,56;25,00;18,00;20,00;23,50;4,50;3,00;1,40;4,00;0,60
2019;Kepulauan Riau;Kab. Natuna;11.096,86;;;;;;;;;
2019;Kepulauan Riau;Kab. Lingga;9.958,48;40,80;10,30;17,10;12,80;1,60;9,50;4,80;1,60;1,50
2019;Kepulauan Riau;Kab. Kepulauan Anambas;4.645,98;;;;;;;;;
2019;Kepulauan Riau;Kota Batam;486.321,91;49,00;9,00;10,00;19,00;1,00;2,00;0,00;1,00;9,00
2019;Kepulauan Riau;Kota Tanjung Pinang;52.387,65;18,00;37,00;9,00;26,00;3,00;1,00;2,00;1,00;3,00
2019;DKI Jakarta;Kab. Adm. Kep. Seribu;6.210,12;23,02;2,97;0,18;0,90;0,08;;;0,65;72,20
2019;DKI Jakarta;Kota Adm. Jakarta Utara;484.561,02;;;;;;;;;
2019;DKI Jakarta;Kota Adm. Jakarta Selatan;695.190,04;;;;;;;;;
2019;DKI Jakarta;Kota Adm. Jakarta Timur;822.585,19;;;;;;;;;
2019;Jawa Barat;Kab. Sukabumi;372.510,24;45,08;6,80;7,10;26,27;1,21;1,27;0,11;2,62;6,60
2019;Jawa Barat;Kab. Ciamis;207.071,95;26,40;0,40;33,00;5,00;10,70;6,40;1,70;16,10;0,30
2019;Jawa Barat;Kab. Sumedang;159.837,88;62,27;1,97;9,25;12,57;1,77;0,91;1,25;1,09;8,92
2019;Jawa Barat;Kab. Subang;379.288,79;;;;;;;;;
2019;Jawa Barat;Kab. Bekasi;662.451,28;;;;;;;;;
2019;Jawa Barat;Kab. Pangandaran;62.018,76;;;;;;;;;
2019;Jawa Barat;Kota Bogor;240.205,33;20,00;33,30;19,70;10,00;1,50;3,50;1,00;1,00;10,00
2019;Jawa Barat;Kota Sukabumi;64.956,11;51,00;12,00;7,00;6,00;6,00;4,00;4,00;3,00;7,00
2019;Jawa Barat;Kota Depok;553.449,64;62,95;0,57;6,10;21,36;0,14;0,57;0,50;0,57;7,24
2019;Jawa Barat;Kota Cimahi;99.039,08;;50,60;8,60;15,60;3,10;5,30;;3,00;13,80
2019;Jawa Barat;Kota Tasikmalaya;106.560,83;48,70;;5,80;5,40;0,20;1,90;;6,30;31,60
2019;Jawa Tengah;Kab. Cilacap;333.228,30;57,67;10,63;9,71;16,42;1,33;1,25;0,51;0,65;1,83
2019;Jawa Tengah;Kab. Kebumen;148.386,62;58,00;;11,00;13,00;13,00;1,00;;2,00;2,00
2019;Jawa Tengah;Kab. Purworejo;104.874,14;5,00;55,00;8,00;12,00;3,00;1,00;0,50;1,00;12,50
2019;Jawa Tengah;Kab. Wonosobo;115.411,69;40,00;21,45;10,00;20,00;0,20;0,20;0,15;1,00;2,00
2019;Jawa Tengah;Kab. Boyolali;97.052,73;53,84;1,80;13,31;20,89;1,10;1,57;1,05;0,98;5,46
2019;Jawa Tengah;Kab. Klaten;128.660,97;60,00;5,00;5,00;20,00;0,50;5,00;3,00;0,50;1,00
2019;Jawa Tengah;Kab. Sukoharjo;133.536,71;77,10;1,42;3,12;14,04;0,21;1,39;0,16;0,16;2,40
2019;Jawa Tengah;Kab. Wonogiri;159.359,58;22,30;29,48;19,74;11,81;6,54;;;6,07;4,06
2019;Jawa Tengah;Kab. Sragen;194.447,69;74,70;0,90;8,40;11,10;0,40;2,20;0,30;1,70;0,30
2019;Jawa Tengah;Kab. Grobogan;269.785,74;12,00;44,00;10,00;15,00;2,00;3,00;3,00;5,00;6,00
2019;Jawa Tengah;Kab. Rembang;83.544,12;38,12;1,59;13,38;34,45;0,93;1,88;0,77;1,33;7,55
2019;Jawa Tengah;Kab. Pati;182.981,65;;;;;;;;;
2019;Jawa Tengah;Kab. Kudus;159.083,24;73,00;3,00;8,00;9,00;2,10;1,50;1,00;1,20;
2019;Jawa Tengah;Kab. Jepara;251.072,20;55,08;5,29;11,48;19,63;1,26;2,12;1,02;1,20;2,92
2019;Jawa Tengah;Kab. Semarang;192.320,00;57,50;4,00;7,10;18,20;1,90;2,20;;1,20;0,50
2019;Jawa Tengah;Kab. Kendal;147.743,09;52,20;20,25;9,33;10,76;1,26;3,04;0,86;2,00;0,30
2019;Jawa Tengah;Kab. Batang;84.159,84;;;;;;;;;
2019;Jawa Tengah;Kab. Pemalang;142.657,91;45,00;5,00;10,00;20,00;4,00;4,00;5,00;2,00;5,00
2019;Jawa Tengah;Kab. Brebes;330.160,02;1,00;86,00;1,00;7,00;1,00;1,00;1,00;1,00;1,00
2019;Jawa Tengah;Kota Magelang;31.168,96;33,70;13,30;40,30;0,80;1,80;0,50;3,70;5,90;0,00
2019;Jawa Tengah;Kota Semarang;456.873,35;60,79;;10,18;17,20;1,22;4,94;1,00;1,79;2,88
2019;D.I. Yogyakarta;Kab. Kulon Progo;61.774,21;67,18;;12,60;17,22;1,68;0,21;;1,11;
2019;D.I. Yogyakarta;Kab. Bantul;202.910,55;64,20;3,20;6,20;6,20;13,60;1,10;0,50;1,10;1,70
2019;D.I. Yogyakarta;Kab. Gunungkidul;131.671,16;;;;;;;;;
2019;D.I. Yogyakarta;Kab. Sleman;255.180,17;;;;;;;;;
2019;D.I. Yogyakarta;Kota Yogyakarta;132.116,36;50,21;10,91;6,18;10,79;2,12;0,68;0,13;10,66;8,32
2019;Jawa Timur;Kab. Pacitan;103.962,36;68,20;2,90;8,20;17,20;0,50;0,20;0,30;0,50;2,00
2019;Jawa Timur;Kab. Trenggalek;112.059,38;;;;;;;;;
2019;Jawa Timur;Kab. Tulungagung;189.621,88;46,00;18,00;7,50;4,50;11,00;4,70;2,00;4,00;2,30
2019;Jawa Timur;Kab. Blitar;151.697,14;29,00;50,00;5,00;10,00;;;;;1,00
2019;Jawa Timur;Kab. Kediri;184.669,09;;;;;;;;;
2019;Jawa Timur;Kab. Malang;380.505,78;65,74;1,51;6,88;15,16;0,27;1,12;0,40;0,67;1,93
2019;Jawa Timur;Kab. Lumajang;182.629,01;40,25;17,35;6,44;17,80;1,15;3,25;1,45;1,50;6,60
2019;Jawa Timur;Kab. Banyuwangi;446.019,96;34,04;0,84;18,98;21,76;0,94;1,52;0,57;2,55;18,80
2019;Jawa Timur;Kab. Bondowoso;104.298,71;60,22;2,32;7,63;25,30;1,20;1,13;1,20;1,00;
2019;Jawa Timur;Kab. Situbondo;93.482,61;25,00;25,00;25,00;12,00;3,00;2,00;3,00;1,00;4,00
2019;Jawa Timur;Kab. Probolinggo;170.133,51;20,00;32,00;16,60;16,90;0,40;0,50;12,00;0,20;1,40
2019;Jawa Timur;Kab. Pasuruan;420.500,88;;;;;;;;;
2019;Jawa Timur;Kab. Sidoarjo;446.733,65;70,30;1,40;8,50;11,00;0,20;1,10;0,20;0,50;6,80
2019;Jawa Timur;Kab. Nganjuk;153.973,21;;;;;;;;;
2019;Jawa Timur;Kab. Madiun;99.671,28;63,53;4,15;7,50;19,71;1,34;2,65;0,01;0,13;0,98
2019;Jawa Timur;Kab. Ngawi;133.378,74;10,00;50,00;10,00;20,00;3,00;3,00;1,00;1,00;2,00
2019;Jawa Timur;Kab. Bojonegoro;185.688,35;5,00;20,00;40,00;35,00;;;;;
2019;Jawa Timur;Kab. Tuban;179.184,71;58,53;15,43;5,78;11,02;0,17;1,62;;1,33;6,12
2019;Jawa Timur;Kab. Gresik;118.459,29;42,00;1,00;10,50;16,50;0,50;1,50;;1,00;27,00
2019;Jawa Timur;Kab. Sampang;83.449,95;30,00;13,00;5,20;13,20;5,00;;;0,50;32,90
2019;Jawa Timur;Kab. Pamekasan;98.305,05;;;;;;;;;
2019;Jawa Timur;Kab. Sumenep;131.473,99;58,72;1,08;20,83;17,33;;0,91;0,26;0,57;0,30
2019;Jawa Timur;Kota Kediri;53.828,38;27,00;28,00;15,00;24,00;1,00;0,50;1,50;1,80;1,20
2019;Jawa Timur;Kota Blitar;25.892,37;53,00;13,60;5,20;9,10;0,80;2,90;3,00;3,40;9,00
2019;Jawa Timur;Kota Malang;244.720,24;11,80;61,00;18,00;7,00;0,40;0,80;0,60;0,20;0,20
2019;Jawa Timur;Kota Probolinggo;34.340,81;58,50;5,40;11,20;17,90;0,80;0,90;1,60;1,00;2,00
2019;Jawa Timur;Kota Pasuruan;47.915,72;37,90;32,00;4,30;8,80;4,30;3,50;5,00;1,70;2,50
2019;Jawa Timur;Kota Mojokerto;23.627,73;73,10;0,02;9,51;13,45;0,32;0,90;0,11;0,49;2,10
2019;Jawa Timur;Kota Madiun;42.622,24;81,00;0,50;8,00;4,00;3,00;1,00;1,00;1,00;0,50
2019;Jawa Timur;Kota Surabaya;811.860,24;54,31;1,61;14,63;19,44;0,48;1,47;2,33;1,12;4,61
2019;Jawa Timur;Kota Batu;42.457,19;78,10;0,60;11,20;8,00;0,30;0,50;0,60;0,60;0,10
2019;Banten;Kab. Pandeglang;178.026,41;;;;;;;;;
2019;Banten;Kab. Lebak;186.504,05;30,00;12,00;10,00;15,00;8,00;5,00;5,00;10,00;5,00
2019;Banten;Kab. Tangerang;971.101,08;35,25;17,73;11,35;23,15;1,51;1,26;0,53;2,22;7,00
2019;Banten;Kota Tangerang;578.038,09;61,38;2,24;8,94;10,97;1,68;2,32;2,09;1,78;8,60
2019;Banten;Kota Cilegon;135.211,00;;;;;;;;;
2019;Banten;Kota Tangerang Selatan;376.411,56;11,00;75,00;4,00;8,00;;;;;2,00
2019;Bali;Kab. Jembrana;59.757,44;11,22;30,88;11,10;22,10;2,10;7,00;7,00;2,70;5,90
2019;Bali;Kab. Badung;103.447,64;0,30;51,80;1,60;;;;;;46,30
2019;Bali;Kab. Gianyar;158.910,05;35,20;23,40;10,89;17,01;3,50;0,70;0,70;0,40;8,20
2019;Bali;Kab. Bangli;39.430,37;12,00;70,00;2,00;4,00;1,00;1,00;0,50;0,50;9,00
2019;Bali;Kab. Karangasem;76.029,50;;;;;;;;;
2019;Bali;Kab. Buleleng;122.337,78;2,99;62,57;5,63;10,18;2,82;5,33;4,55;3,33;2,60
2019;Bali;Kota Denpasar;237.808,16;70,00;5,00;2,00;15,00;1,00;1,00;1,00;;5,00
2019;Nusa Tenggara Barat;Kab. Lombok Timur;175.289,35;49,30;29,70;3,50;10,50;1,20;4,00;0,40;1,30;0,10
2019;Nusa Tenggara Barat;Kab. Lombok Utara;26.322,30;;;;;;;;;
2019;Kalimantan Barat;Kab. Sambas;99.133,09;40,00;5,60;14,20;25,00;0,30;1,00;0,90;2,00;11,00
2019;Kalimantan Barat;Kab. Mempawah;25.650,20;10,00;25,00;25,00;20,00;10,00;3,00;2,00;2,00;3,00
2019;Kalimantan Barat;Kab. Sanggau;85.815,88;;;;;;;;;
2019;Kalimantan Barat;Kab. Ketapang;93.023,35;28,00;6,00;9,00;42,00;2,00;3,00;2,00;1,00;7,00
2019;Kalimantan Barat;Kab. Kapuas Hulu;48.035,28;35,65;4,79;11,74;37,02;2,52;1,47;4,45;2,22;0,14
2019;Kalimantan Barat;Kab. Bengkayang;37.172,18;;;;;;;;;
2019;Kalimantan Barat;Kota Pontianak;138.907,10;83,00;1,50;7,20;6,00;2,00;;0,10;;0,20
2019;Kalimantan Tengah;Kab. Kotawaringin Barat;44.395,97;47,00;5,00;10,00;15,00;2,00;2,00;2,00;1,00;16,00
2019;Kalimantan Tengah;Kab. Kotawaringin Timur;91.971,20;45,05;5,00;7,26;20,26;1,82;4,04;1,18;4,33;11,06
2019;Kalimantan Tengah;Kab. Kapuas;65.039,72;39,40;20,00;12,30;13,50;0,16;1,00;;1,00;11,70
2019;Kalimantan Tengah;Kab. Barito Utara;19.084,10;30,00;12,00;14,00;20,00;5,00;5,00;2,00;2,00;10,00
2019;Kalimantan Tengah;Kab. Katingan;16.128,90;56,98;2,06;13,17;14,34;4,02;1,78;3,14;3,28;0,95
2019;Kalimantan Tengah;Kab. Sukamara;9.393,93;;;;;;;;;
2019;Kalimantan Tengah;Kab. Pulang Pisau;23.199,04;23,51;26,74;13,31;25,13;3,19;2,41;0,83;1,79;3,09
2019;Kalimantan Tengah;Kab. Barito Timur;18.523,60;31,00;11,00;5,00;35,00;1,00;6,00;6,00;3,00;2,00
2019;Kalimantan Tengah;Kota Palangkaraya;51.188,70;70,05;1,59;7,14;14,95;0,67;1,30;0,90;1,01;2,39
2019;Kalimantan Selatan;Kab. Tanah Laut;48.827,22;10,00;20,00;3,00;40,00;5,00;1,00;1,00;1,00;19,00
2019;Kalimantan Selatan;Kab. Kotabaru;50.327,66;60,00;3,00;13,00;14,00;2,00;3,00;2,00;3,00;
2019;Kalimantan Selatan;Kab. Barito Kuala;33.315,16;61,70;9,50;10,60;9,80;2,60;1,70;0,80;2,00;1,30
2019;Kalimantan Selatan;Kab. Tapin;27.486,25;51,29;3,11;10,51;32,52;0,65;1,21;0,23;0,14;0,34
